Order ID,Site ID,Site,Status,Supplier,Created,Confirmed,Delivery,Delivered,Del. Note Ref.,Order (£),Confirmation (£),Delivery (£),Delivered (£),Order Sent,Delivery Note Received On,Invoice Gross (£),Invoice No.,Invoice Paid on,Document Type,Customer PO,Signed Amount (£)
BRAKES-9335392153,9999,The Vedanta,Invoice,Brakes,5/9/26 0:00,,5/9/26 0:00,5/9/26 0:00,EC27728076,181.21,,,181.21,5/9/26 0:00,,181.21,9335392153,,Invoice - Head Office,EC27728076,181.21
BRAKES-9335392154,9999,The Vedanta,Invoice,Brakes,5/9/26 0:00,,5/9/26 0:00,5/9/26 0:00,EC27634266,1928.34,,,1928.34,5/9/26 0:00,,1928.34,9335392154,,Invoice - Head Office,EC27634266,1928.34
BRAKES-7335013140,9999,The Vedanta,Credit,Brakes,5/4/26 0:00,,5/4/26 0:00,,,,,,,5/4/26 0:00,,46.78,7335013140,,Credits - Head Office,,-46.78
BRAKES-9335387400,9999,The Vedanta,Invoice,Brakes,5/2/26 0:00,,5/2/26 0:00,5/2/26 0:00,EC27514404,265.35,,,265.35,5/2/26 0:00,,265.35,9335387400,,Invoice - Head Office,EC27514404,265.35
BRAKES-7335013040,9999,The Vedanta,Credit,Brakes,4/27/26 0:00,,4/27/26 0:00,,,,,,,4/27/26 0:00,,31.5,7335013040,,Credits - Head Office,,-31.5
BRAKES-5509117422,9999,The Vedanta,Credit,Brakes,4/26/26 0:00,,4/26/26 0:00,,,,,,,4/26/26 0:00,,228.9,5509117422,,Credits - Head Office,,-228.9
BRAKES-5509117423,9999,The Vedanta,Credit,Brakes,4/26/26 0:00,,4/26/26 0:00,,,,,,,4/26/26 0:00,,27.48,5509117423,,Credits - Head Office,,-27.48
BRAKES-5509116547,9999,The Vedanta,Credit,Brakes,4/25/26 0:00,,4/25/26 0:00,,,,,,,4/25/26 0:00,,33.54,5509116547,,Credits - Head Office,,-33.54
BRAKES-9335382324,9999,The Vedanta,Invoice,Brakes,4/25/26 0:00,,4/25/26 0:00,4/25/26 0:00,EC27476813,852.63,,,852.63,4/25/26 0:00,,852.63,9335382324,,Invoice - Head Office,EC27476813,852.63
BRAKES-9335382325,9999,The Vedanta,Invoice,Brakes,4/25/26 0:00,,4/25/26 0:00,4/25/26 0:00,RECEC27381722,78.28,,,78.28,4/25/26 0:00,,78.28,9335382325,,Invoice - Head Office,RECEC27381722,78.28
BRAKES-9335380371,9999,The Vedanta,Invoice,Brakes,4/23/26 0:00,,4/23/26 0:00,4/23/26 0:00,EC27381722,1222.56,,,1222.56,4/23/26 0:00,,1222.56,9335380371,,Invoice - Head Office,EC27381722,1222.56
BRAKES-9335380370,9999,The Vedanta,Invoice,Brakes,4/23/26 0:00,,4/23/26 0:00,4/23/26 0:00,EC27476355,10.8,,,10.8,4/23/26 0:00,,10.8,9335380370,,Invoice - Head Office,EC27476355,10.8
BRAKES-9335380369,9999,The Vedanta,Invoice,Brakes,4/23/26 0:00,,4/23/26 0:00,4/23/26 0:00,EC27476364,57.56,,,57.56,4/23/26 0:00,,57.56,9335380369,,Invoice - Head Office,EC27476364,57.56
BRAKES-9335377211,9999,The Vedanta,Invoice,Brakes,4/18/26 0:00,,4/18/26 0:00,4/18/26 0:00,EC27344201,342.67,,,342.67,4/18/26 0:00,,342.67,9335377211,,Invoice - Head Office,EC27344201,342.67
BRAKES-9335377212,9999,The Vedanta,Invoice,Brakes,4/18/26 0:00,,4/18/26 0:00,4/18/26 0:00,,110.57,,,110.57,4/18/26 0:00,,110.57,9335377212,,Invoice - Head Office,,110.57
BRAKES-7335012875,9999,The Vedanta,Credit,Brakes,4/18/26 0:00,,4/18/26 0:00,,,,,,,4/18/26 0:00,,9.23,7335012875,,Credits - Head Office,,-9.23
BRAKES-5509104055,9999,The Vedanta,Credit,Brakes,4/17/26 0:00,,4/17/26 0:00,,,,,,,4/17/26 0:00,,11.22,5509104055,,Credits - Head Office,,-11.22
BRAKES-9335375400,9999,The Vedanta,Invoice,Brakes,4/16/26 0:00,,4/16/26 0:00,4/16/26 0:00,EC27305975,928.41,,,928.41,4/16/26 0:00,,928.41,9335375400,,Invoice - Head Office,EC27305975,928.41
BRAKES-5509098776,9999,The Vedanta,Credit,Brakes,4/15/26 0:00,,4/15/26 0:00,,,,,,,4/15/26 0:00,,22.89,5509098776,,Credits - Head Office,,-22.89
BRAKES-9335373564,9999,The Vedanta,Invoice,Brakes,4/14/26 0:00,,4/14/26 0:00,4/14/26 0:00,EC27274090,278.91,,,278.91,4/14/26 0:00,,278.91,9335373564,,Invoice - Head Office,EC27274090,278.91
BRAKES-9335372450,9999,The Vedanta,Invoice,Brakes,4/11/26 0:00,,4/11/26 0:00,4/11/26 0:00,EC27242021,307.25,,,307.25,4/11/26 0:00,,307.25,9335372450,,Invoice - Head Office,EC27242021,307.25
BRAKES-5509092002,9999,The Vedanta,Credit,Brakes,4/10/26 0:00,,4/10/26 0:00,,,,,,,4/10/26 0:00,,45.09,5509092002,,Credits - Head Office,,-45.09
BRAKES-9335371182,9999,The Vedanta,Invoice,Brakes,4/9/26 0:00,,4/9/26 0:00,4/9/26 0:00,EC27090478,975.87,,,975.87,4/9/26 0:00,,975.87,9335371182,,Invoice - Head Office,EC27090478,975.87
BRAKES-9335366819,9999,The Vedanta,Invoice,Brakes,3/31/26 0:00,,3/31/26 0:00,3/31/26 0:00,EC27033842,621.38,,,621.38,3/31/26 0:00,,621.38,9335366819,,Invoice - Head Office,EC27033842,621.38
BRAKES-9335364151,9999,The Vedanta,Invoice,Brakes,3/26/26 0:00,,3/26/26 0:00,3/26/26 0:00,EC26954921,742.07,,,742.07,3/26/26 0:00,,742.07,9335364151,,Invoice - Head Office,EC26954921,742.07
BRAKES-5509066283,9999,The Vedanta,Credit,Brakes,3/22/26 0:00,,3/22/26 0:00,,,,,,,3/22/26 0:00,,27.72,5509066283,,Credits - Head Office,,-27.72
BRAKES-9335360951,9999,The Vedanta,Invoice,Brakes,3/21/26 0:00,,3/21/26 0:00,3/21/26 0:00,EC26921281,257.87,,,257.87,3/21/26 0:00,,257.87,9335360951,,Invoice - Head Office,EC26921281,257.87
BRAKES-5509062621,9999,The Vedanta,Credit,Brakes,3/20/26 0:00,,3/20/26 0:00,,,,,,,3/20/26 0:00,,2.99,5509062621,,Credits - Head Office,,-2.99
BRAKES-7335012363,9999,The Vedanta,Credit,Brakes,3/20/26 0:00,,3/20/26 0:00,,,,,,,3/20/26 0:00,,91.56,7335012363,,Credits - Head Office,,-91.56
BRAKES-9335359153,9999,The Vedanta,Invoice,Brakes,3/19/26 0:00,,3/19/26 0:00,3/19/26 0:00,EC26880659,482.28,,,482.28,3/19/26 0:00,,482.28,9335359153,,Invoice - Head Office,EC26880659,482.28
BRAKES-9335359154,9999,The Vedanta,Invoice,Brakes,3/19/26 0:00,,3/19/26 0:00,3/19/26 0:00,,106.8,,,106.8,3/19/26 0:00,,106.8,9335359154,,Invoice - Head Office,,106.8
BRAKES-9335357211,9999,The Vedanta,Invoice,Brakes,3/17/26 0:00,,3/17/26 0:00,3/17/26 0:00,EC26812200,508.34,,,508.34,3/17/26 0:00,,508.34,9335357211,,Invoice - Head Office,EC26812200,508.34
BRAKES-9335354216,9999,The Vedanta,Invoice,Brakes,3/12/26 0:00,,3/12/26 0:00,3/12/26 0:00,EC26733841,437.85,,,437.85,3/12/26 0:00,,437.85,9335354216,,Invoice - Head Office,EC26733841,437.85
BRAKES-9335351064,9999,The Vedanta,Invoice,Brakes,3/7/26 0:00,,3/7/26 0:00,3/7/26 0:00,EC26589563,371.81,,,371.81,3/7/26 0:00,,371.81,9335351064,,Invoice - Head Office,EC26589563,371.81
BRAKES-9335344352,9999,The Vedanta,Invoice,Brakes,2/26/26 0:00,,2/26/26 0:00,2/26/26 0:00,EC26539326,474.69,,,474.69,2/26/26 0:00,,474.69,9335344352,,Invoice - Head Office,EC26539326,474.69
BRAKES-9335342508,9999,The Vedanta,Invoice,Brakes,2/24/26 0:00,,2/24/26 0:00,2/24/26 0:00,EC26539134,21.66,,,21.66,2/24/26 0:00,,21.66,9335342508,,Invoice - Head Office,EC26539134,21.66
BRAKES-9335342509,9999,The Vedanta,Invoice,Brakes,2/24/26 0:00,,2/24/26 0:00,2/24/26 0:00,EC26507700,638.14,,,638.14,2/24/26 0:00,,638.14,9335342509,,Invoice - Head Office,EC26507700,638.14
BRAKES-9335341463,9999,The Vedanta,Invoice,Brakes,2/21/26 0:00,,2/21/26 0:00,2/21/26 0:00,EC26479301,307.46,,,307.46,2/21/26 0:00,,307.46,9335341463,,Invoice - Head Office,EC26479301,307.46
BRAKES-9335340182,9999,The Vedanta,Invoice,Brakes,2/19/26 0:00,,2/19/26 0:00,2/19/26 0:00,EC26416761,414.76,,,414.76,2/19/26 0:00,,414.76,9335340182,,Invoice - Head Office,EC26416761,414.76
BRAKES-5509020113,9999,The Vedanta,Credit,Brakes,2/16/26 0:00,,2/16/26 0:00,,,,,,,2/16/26 0:00,,6.54,5509020113,,Credits - Head Office,,-6.54
BRAKES-9335337887,9999,The Vedanta,Invoice,Brakes,2/14/26 0:00,,2/14/26 0:00,2/14/26 0:00,DELIVER BEFORE11A,268.23,,,268.23,2/14/26 0:00,,268.23,9335337887,,Invoice - Head Office,DELIVER BEFORE11A,268.23
BRAKES-9335336483,9999,The Vedanta,Invoice,Brakes,2/12/26 0:00,,2/12/26 0:00,2/12/26 0:00,EC26263213,277.39,,,277.39,2/12/26 0:00,,277.39,9335336483,,Invoice - Head Office,EC26263213,277.39
BRAKES-9335331131,9999,The Vedanta,Invoice,Brakes,2/5/26 0:00,,2/5/26 0:00,2/5/26 0:00,EC26139291,337.0,,,337.0,2/5/26 0:00,,337.0,9335331131,,Invoice - Head Office,EC26139291,337.0
BRAKES-9335328086,9999,The Vedanta,Invoice,Brakes,1/31/26 0:00,,1/31/26 0:00,1/31/26 0:00,EC26103674,278.17,,,278.17,1/31/26 0:00,,278.17,9335328086,,Invoice - Head Office,EC26103674,278.17
BRAKES-5508997857,9999,The Vedanta,Credit,Brakes,1/30/26 0:00,,1/30/26 0:00,,,,,,,1/30/26 0:00,,52.25,5508997857,,Credits - Head Office,,-52.25
BRAKES-9335326403,9999,The Vedanta,Invoice,Brakes,1/29/26 0:00,,1/29/26 0:00,1/29/26 0:00,EC25944031,1401.3,,,1401.3,1/29/26 0:00,,1401.3,9335326403,,Invoice - Head Office,EC25944031,1401.3
BRAKES-5508982854,9999,The Vedanta,Credit,Brakes,1/18/26 0:00,,1/18/26 0:00,,,,,,,1/18/26 0:00,,5.63,5508982854,,Credits - Head Office,,-5.63
BRAKES-9335318875,9999,The Vedanta,Invoice,Brakes,1/17/26 0:00,,1/17/26 0:00,1/17/26 0:00,EC25906526,739.37,,,739.37,1/17/26 0:00,,739.37,9335318875,,Invoice - Head Office,EC25906526,739.37
BRAKES-9335317134,9999,The Vedanta,Invoice,Brakes,1/15/26 0:00,,1/15/26 0:00,1/15/26 0:00,EC25868399,655.77,,,655.77,1/15/26 0:00,,655.77,9335317134,,Invoice - Head Office,EC25868399,655.77
BRAKES-7335010935,9999,The Vedanta,Credit,Brakes,1/15/26 0:00,,1/15/26 0:00,,,,,,,1/15/26 0:00,,89.44,7335010935,,Credits - Head Office,,-89.44
BRAKES-5508977619,9999,The Vedanta,Credit,Brakes,1/14/26 0:00,,1/14/26 0:00,,,,,,,1/14/26 0:00,,22.52,5508977619,,Credits - Head Office,,-22.52
BRAKES-9335315267,9999,The Vedanta,Invoice,Brakes,1/13/26 0:00,,1/13/26 0:00,1/13/26 0:00,EC25811541,674.77,,,674.77,1/13/26 0:00,,674.77,9335315267,,Invoice - Head Office,EC25811541,674.77
BRAKES-5508972018,9999,The Vedanta,Credit,Brakes,1/10/26 0:00,,1/10/26 0:00,,,,,,,1/10/26 0:00,,9.96,5508972018,,Credits - Head Office,,-9.96
BRAKES-9335312652,9999,The Vedanta,Invoice,Brakes,1/8/26 0:00,,1/8/26 0:00,1/8/26 0:00,EC25629965,446.28,,,446.28,1/8/26 0:00,,446.28,9335312652,,Invoice - Head Office,EC25629965,446.28
BRAKES-5508952537,9999,The Vedanta,Credit,Brakes,12/21/25 0:00,,12/21/25 0:00,,,,,,,12/21/25 0:00,,94.84,5508952537,,Credits - Head Office,,-94.84
BRAKES-9335306090,9999,The Vedanta,Invoice,Brakes,12/20/25 0:00,,12/20/25 0:00,12/20/25 0:00,EC25620286,94.43,,,94.43,12/20/25 0:00,,94.43,9335306090,,Invoice - Head Office,EC25620286,94.43
BRAKES-9335306091,9999,The Vedanta,Invoice,Brakes,12/20/25 0:00,,12/20/25 0:00,12/20/25 0:00,EC25611822,198.99,,,198.99,12/20/25 0:00,,198.99,9335306091,,Invoice - Head Office,EC25611822,198.99
BRAKES-9335306089,9999,The Vedanta,Invoice,Brakes,12/20/25 0:00,,12/20/25 0:00,12/20/25 0:00,EC25620311,1059.91,,,1059.91,12/20/25 0:00,,1059.91,9335306089,,Invoice - Head Office,EC25620311,1059.91
BRAKES-9335305368,9999,The Vedanta,Invoice,Brakes,12/19/25 0:00,,12/19/25 0:00,12/19/25 0:00,EC25602526,872.78,,,872.78,12/19/25 0:00,,872.78,9335305368,,Invoice - Head Office,EC25602526,872.78
BRAKES-5508950176,9999,The Vedanta,Credit,Brakes,12/19/25 0:00,,12/19/25 0:00,,,,,,,12/19/25 0:00,,134.43,5508950176,,Credits - Head Office,,-134.43
BRAKES-9335304394,9999,The Vedanta,Invoice,Brakes,12/18/25 0:00,,12/18/25 0:00,12/18/25 0:00,EC25563862,1088.5,,,1088.5,12/18/25 0:00,,1088.5,9335304394,,Invoice - Head Office,EC25563862,1088.5
BRAKES-9335302176,9999,The Vedanta,Invoice,Brakes,12/16/25 0:00,,12/16/25 0:00,12/16/25 0:00,EC25531725,624.5,,,624.5,12/16/25 0:00,,624.5,9335302176,,Invoice - Head Office,EC25531725,624.5
BRAKES-9335300984,9999,The Vedanta,Invoice,Brakes,12/13/25 0:00,,12/13/25 0:00,12/13/25 0:00,EC25463531,224.39,,,224.39,12/13/25 0:00,,224.39,9335300984,,Invoice - Head Office,EC25463531,224.39
BRAKES-9335297561,9999,The Vedanta,Invoice,Brakes,12/9/25 0:00,,12/9/25 0:00,12/9/25 0:00,EC25431180,195.0,,,195.0,12/9/25 0:00,,195.0,9335297561,,Invoice - Head Office,EC25431180,195.0
BRAKES-9335296337,9999,The Vedanta,Invoice,Brakes,12/6/25 0:00,,12/6/25 0:00,12/6/25 0:00,EC25392604,455.98,,,455.98,12/6/25 0:00,,455.98,9335296337,,Invoice - Head Office,EC25392604,455.98
BRAKES-5508927543,9999,The Vedanta,Credit,Brakes,12/5/25 0:00,,12/5/25 0:00,,,,,,,12/5/25 0:00,,17.7,5508927543,,Credits - Head Office,,-17.7
BRAKES-9335294464,9999,The Vedanta,Invoice,Brakes,12/4/25 0:00,,12/4/25 0:00,12/4/25 0:00,EC25319509,538.02,,,538.02,12/4/25 0:00,,538.02,9335294464,,Invoice - Head Office,EC25319509,538.02
BRAKES-5508917934,9999,The Vedanta,Credit,Brakes,11/30/25 0:00,,11/30/25 0:00,,,,,,,11/30/25 0:00,,14.39,5508917934,,Credits - Head Office,,-14.39
BRAKES-9335291360,9999,The Vedanta,Invoice,Brakes,11/29/25 0:00,,11/29/25 0:00,11/29/25 0:00,EC25287161,558.09,,,558.09,11/29/25 0:00,,558.09,9335291360,,Invoice - Head Office,EC25287161,558.09
BRAKES-9335289479,9999,The Vedanta,Invoice,Brakes,11/27/25 0:00,,11/27/25 0:00,11/27/25 0:00,EC25205948,296.74,,,296.74,11/27/25 0:00,,296.74,9335289479,,Invoice - Head Office,EC25205948,296.74
BRAKES-7335009807,9999,The Vedanta,Credit,Brakes,11/27/25 0:00,,11/27/25 0:00,,,,,,,11/27/25 0:00,,21.66,7335009807,,Credits - Head Office,,-21.66
BRAKES-9335287503,9999,The Vedanta,Invoice,Brakes,11/25/25 0:00,,11/25/25 0:00,11/25/25 0:00,EC25175299,754.9,,,754.9,11/25/25 0:00,,754.9,9335287503,,Invoice - Head Office,EC25175299,754.9
BRAKES-5508907652,9999,The Vedanta,Credit,Brakes,11/23/25 0:00,,11/23/25 0:00,,,,,,,11/23/25 0:00,,11.45,5508907652,,Credits - Head Office,,-11.45
BRAKES-9335286369,9999,The Vedanta,Invoice,Brakes,11/22/25 0:00,,11/22/25 0:00,11/22/25 0:00,EC25138597,822.92,,,822.92,11/22/25 0:00,,822.92,9335286369,,Invoice - Head Office,EC25138597,822.92
BRAKES-9335286368,9999,The Vedanta,Invoice,Brakes,11/22/25 0:00,,11/22/25 0:00,11/22/25 0:00,EC25175209,48.61,,,48.61,11/22/25 0:00,,48.61,9335286368,,Invoice - Head Office,EC25175209,48.61
BRAKES-5508906038,9999,The Vedanta,Credit,Brakes,11/21/25 0:00,,11/21/25 0:00,,,,,,,11/21/25 0:00,,339.0,5508906038,,Credits - Head Office,,-339.0
BRAKES-9335284508,9999,The Vedanta,Invoice,Brakes,11/20/25 0:00,,11/20/25 0:00,11/20/25 0:00,RUPERT,1699.83,,,1699.83,11/20/25 0:00,,1699.83,9335284508,,Invoice - Head Office,RUPERT,1699.83
BRAKES-5508902147,9999,The Vedanta,Credit,Brakes,11/19/25 0:00,,11/19/25 0:00,,,,,,,11/19/25 0:00,,7.77,5508902147,,Credits - Head Office,,-7.77
BRAKES-9335282652,9999,The Vedanta,Invoice,Brakes,11/18/25 0:00,,11/18/25 0:00,11/18/25 0:00,EC25052241,1985.05,,,1985.05,11/18/25 0:00,,1985.05,9335282652,,Invoice - Head Office,EC25052241,1985.05
BRAKES-9335281464,9999,The Vedanta,Invoice,Brakes,11/15/25 0:00,,11/15/25 0:00,11/15/25 0:00,EC25014190,896.4,,,896.4,11/15/25 0:00,,896.4,9335281464,,Invoice - Head Office,EC25014190,896.4
BRAKES-5508895584,9999,The Vedanta,Credit,Brakes,11/14/25 0:00,,11/14/25 0:00,,,,,,,11/14/25 0:00,,15.88,5508895584,,Credits - Head Office,,-15.88
BRAKES-9335279628,9999,The Vedanta,Invoice,Brakes,11/13/25 0:00,,11/13/25 0:00,11/13/25 0:00,EC24908658,619.43,,,619.43,11/13/25 0:00,,619.43,9335279628,,Invoice - Head Office,EC24908658,619.43
BRAKES-9335274597,9999,The Vedanta,Invoice,Brakes,11/6/25 0:00,,11/6/25 0:00,11/6/25 0:00,EC24863150,405.6,,,405.6,11/6/25 0:00,,405.6,9335274597,,Invoice - Head Office,EC24863150,405.6
BRAKES-9335272620,9999,The Vedanta,Invoice,Brakes,11/4/25 0:00,,11/4/25 0:00,11/4/25 0:00,EC24733180,772.64,,,772.64,11/4/25 0:00,,772.64,9335272620,,Invoice - Head Office,EC24733180,772.64
BRAKES-9335268078,9999,The Vedanta,Invoice,Brakes,10/25/25 0:00,,10/25/25 0:00,10/25/25 0:00,EC24701331,414.81,,,414.81,10/25/25 0:00,,414.81,9335268078,,Invoice - Head Office,EC24701331,414.81
BRAKES-5508865595,9999,The Vedanta,Credit,Brakes,10/24/25 0:00,,10/24/25 0:00,,,,,,,10/24/25 0:00,,24.58,5508865595,,Credits - Head Office,,-24.58
BRAKES-9335266755,9999,The Vedanta,Invoice,Brakes,10/23/25 0:00,,10/23/25 0:00,10/23/25 0:00,EC24658993,471.63,,,471.63,10/23/25 0:00,,471.63,9335266755,,Invoice - Head Office,EC24658993,471.63
BRAKES-5508863001,9999,The Vedanta,Credit,Brakes,10/23/25 0:00,,10/23/25 0:00,,,,,,,10/23/25 0:00,,31.54,5508863001,,Credits - Head Office,,-31.54
BRAKES-9335264817,9999,The Vedanta,Invoice,Brakes,10/21/25 0:00,,10/21/25 0:00,10/21/25 0:00,EC24637049,560.91,,,560.91,10/21/25 0:00,,560.91,9335264817,,Invoice - Head Office,EC24637049,560.91
BRAKES-9335264818,9999,The Vedanta,Invoice,Brakes,10/21/25 0:00,,10/21/25 0:00,10/21/25 0:00,EC24584990,222.65,,,222.65,10/21/25 0:00,,222.65,9335264818,,Invoice - Head Office,EC24584990,222.65
BRAKES-9335262653,9999,The Vedanta,Invoice,Brakes,10/16/25 0:00,,10/16/25 0:00,10/16/25 0:00,EC24547722,278.26,,,278.26,10/16/25 0:00,,278.26,9335262653,,Invoice - Head Office,EC24547722,278.26
BRAKES-9335260708,9999,The Vedanta,Invoice,Brakes,10/14/25 0:00,,10/14/25 0:00,10/14/25 0:00,EC24548315,21.87,,,21.87,10/14/25 0:00,,21.87,9335260708,,Invoice - Head Office,EC24548315,21.87
BRAKES-9335260709,9999,The Vedanta,Invoice,Brakes,10/14/25 0:00,,10/14/25 0:00,10/14/25 0:00,EC24516527,544.05,,,544.05,10/14/25 0:00,,544.05,9335260709,,Invoice - Head Office,EC24516527,544.05
BRAKES-9335259648,9999,The Vedanta,Invoice,Brakes,10/11/25 0:00,,10/11/25 0:00,10/11/25 0:00,EC24428707,581.67,,,581.67,10/11/25 0:00,,581.67,9335259648,,Invoice - Head Office,EC24428707,581.67
BRAKES-9335255967,9999,The Vedanta,Invoice,Brakes,10/7/25 0:00,,10/7/25 0:00,10/7/25 0:00,EC24428442,73.0,,,73.0,10/7/25 0:00,,73.0,9335255967,,Invoice - Head Office,EC24428442,73.0
BRAKES-9335255968,9999,The Vedanta,Invoice,Brakes,10/7/25 0:00,,10/7/25 0:00,10/7/25 0:00,EC24399818,597.56,,,597.56,10/7/25 0:00,,597.56,9335255968,,Invoice - Head Office,EC24399818,597.56
BRAKES-5508838723,9999,The Vedanta,Credit,Brakes,10/6/25 0:00,,10/6/25 0:00,,,,,,,10/6/25 0:00,,22.9,5508838723,,Credits - Head Office,,-22.9
BRAKES-9335254966,9999,The Vedanta,Invoice,Brakes,10/4/25 0:00,,10/4/25 0:00,10/4/25 0:00,EC24292858,506.42,,,506.42,10/4/25 0:00,,506.42,9335254966,,Invoice - Head Office,EC24292858,506.42
BRAKES-5508827677,9999,The Vedanta,Credit,Brakes,9/28/25 0:00,,9/28/25 0:00,,,,,,,9/28/25 0:00,,54.36,5508827677,,Credits - Head Office,,-54.36
BRAKES-9335250263,9999,The Vedanta,Invoice,Brakes,9/27/25 0:00,,9/27/25 0:00,9/27/25 0:00,EC24292543,25.13,,,25.13,9/27/25 0:00,,25.13,9335250263,,Invoice - Head Office,EC24292543,25.13
BRAKES-9335250264,9999,The Vedanta,Invoice,Brakes,9/27/25 0:00,,9/27/25 0:00,9/27/25 0:00,EC24264047,302.47,,,302.47,9/27/25 0:00,,302.47,9335250264,,Invoice - Head Office,EC24264047,302.47
BRAKES-9335248395,9999,The Vedanta,Invoice,Brakes,9/25/25 0:00,,9/25/25 0:00,9/25/25 0:00,EC24208902,254.45,,,254.45,9/25/25 0:00,,254.45,9335248395,,Invoice - Head Office,EC24208902,254.45
BRAKES-9335246517,9999,The Vedanta,Invoice,Brakes,9/23/25 0:00,,9/23/25 0:00,9/23/25 0:00,EC24101679,223.3,,,223.3,9/23/25 0:00,,223.3,9335246517,,Invoice - Head Office,EC24101679,223.3
BRAKES-5508816380,9999,The Vedanta,Credit,Brakes,9/20/25 0:00,,9/20/25 0:00,,,,,,,9/20/25 0:00,,16.48,5508816380,,Credits - Head Office,,-16.48
BRAKES-9335243510,9999,The Vedanta,Invoice,Brakes,9/18/25 0:00,,9/18/25 0:00,9/18/25 0:00,9999-200825A,257.2,,,257.2,9/18/25 0:00,,257.2,9335243510,,Invoice - Head Office,9999-200825A,257.2
BRAKES-9335243509,9999,The Vedanta,Invoice,Brakes,9/18/25 0:00,,9/18/25 0:00,9/18/25 0:00,9999-170925A,17.18,,,17.18,9/18/25 0:00,,17.18,9335243509,,Invoice - Head Office,9999-170925A,17.18
BRAKES-9335241565,9999,The Vedanta,Invoice,Brakes,9/16/25 0:00,,9/16/25 0:00,9/16/25 0:00,EC24054689,292.99,,,292.99,9/16/25 0:00,,292.99,9335241565,,Invoice - Head Office,EC24054689,292.99
BRAKES-9335240548,9999,The Vedanta,Invoice,Brakes,9/13/25 0:00,,9/13/25 0:00,9/13/25 0:00,9999-120925A,47.76,,,47.76,9/13/25 0:00,,47.76,9335240548,,Invoice - Head Office,9999-120925A,47.76
BRAKES-9335240549,9999,The Vedanta,Invoice,Brakes,9/13/25 0:00,,9/13/25 0:00,9/13/25 0:00,EC23966406,870.52,,,870.52,9/13/25 0:00,,870.52,9335240549,,Invoice - Head Office,EC23966406,870.52
BRAKES-9335235734,9999,The Vedanta,Invoice,Brakes,9/6/25 0:00,,9/6/25 0:00,9/6/25 0:00,EC23935001,210.3,,,210.3,9/6/25 0:00,,210.3,9335235734,,Invoice - Head Office,EC23935001,210.3
BRAKES-9335233943,9999,The Vedanta,Invoice,Brakes,9/4/25 0:00,,9/4/25 0:00,9/4/25 0:00,EC23890567,237.13,,,237.13,9/4/25 0:00,,237.13,9335233943,,Invoice - Head Office,EC23890567,237.13
BRAKES-9335232189,9999,The Vedanta,Invoice,Brakes,9/2/25 0:00,,9/2/25 0:00,9/2/25 0:00,VIVA MUKTI,545.92,,,545.92,9/2/25 0:00,,545.92,9335232189,,Invoice - Head Office,VIVA MUKTI,545.92
BRAKES-9335231157,9999,The Vedanta,Invoice,Brakes,8/30/25 0:00,,8/30/25 0:00,8/30/25 0:00,EC23825781,249.28,,,249.28,8/30/25 0:00,,249.28,9335231157,,Invoice - Head Office,EC23825781,249.28
BRAKES-9335230003,9999,The Vedanta,Invoice,Brakes,8/28/25 0:00,,8/28/25 0:00,8/28/25 0:00,EC23770203,497.7,,,497.7,8/28/25 0:00,,497.7,9335230003,,Invoice - Head Office,EC23770203,497.7
BRAKES-9335228022,9999,The Vedanta,Invoice,Brakes,8/23/25 0:00,,8/23/25 0:00,8/23/25 0:00,EC23732386,266.16,,,266.16,8/23/25 0:00,,266.16,9335228022,,Invoice - Head Office,EC23732386,266.16
BRAKES-9335228023,9999,The Vedanta,Invoice,Brakes,8/23/25 0:00,,8/23/25 0:00,8/23/25 0:00,,47.88,,,47.88,8/23/25 0:00,,47.88,9335228023,,Invoice - Head Office,,47.88
BRAKES-9335226806,9999,The Vedanta,Invoice,Brakes,8/21/25 0:00,,8/21/25 0:00,8/21/25 0:00,EC23684831,1035.42,,,1035.42,8/21/25 0:00,,1035.42,9335226806,,Invoice - Head Office,EC23684831,1035.42
BRAKES-5508774016,9999,The Vedanta,Credit,Brakes,8/20/25 0:00,,8/20/25 0:00,,,,,,,8/20/25 0:00,,23.03,5508774016,,Credits - Head Office,,-23.03
BRAKES-9335225642,9999,The Vedanta,Invoice,Brakes,8/19/25 0:00,,8/19/25 0:00,8/19/25 0:00,EC23655395,439.44,,,439.44,8/19/25 0:00,,439.44,9335225642,,Invoice - Head Office,EC23655395,439.44
BRAKES-9335225643,9999,The Vedanta,Invoice,Brakes,8/19/25 0:00,,8/19/25 0:00,8/19/25 0:00,9999-130825A,312.87,,,312.87,8/19/25 0:00,,312.87,9335225643,,Invoice - Head Office,9999-130825A,312.87
BRAKES-5508770476,9999,The Vedanta,Credit,Brakes,8/17/25 0:00,,8/17/25 0:00,,,,,,,8/17/25 0:00,,21.31,5508770476,,Credits - Head Office,,-21.31
BRAKES-9335224722,9999,The Vedanta,Invoice,Brakes,8/16/25 0:00,,8/16/25 0:00,8/16/25 0:00,EC23631198,1029.54,,,1029.54,8/16/25 0:00,,1029.54,9335224722,,Invoice - Head Office,EC23631198,1029.54
BRAKES-9335223653,9999,The Vedanta,Invoice,Brakes,8/14/25 0:00,,8/14/25 0:00,8/14/25 0:00,EC23594231,746.14,,,746.14,8/14/25 0:00,,746.14,9335223653,,Invoice - Head Office,EC23594231,746.14
