Metric,Value
Invoice line items analysed,5297
Unique products ordered,1039
Products ordered only once (no comparison possible),426
Products with stable price (never changed),554
Products with at least 1 price change,485
Total price-change events (how many times prices moved),1026
Products ending HIGHER than first price,360
Products ending LOWER than first price,119
Products that changed but ended at same as first,6

Brakes Code,Product,Times changed,First £,Last £,Change %,Direction,Spend £
88932,Brakes Wholegrain Mustard     1x2.27ltr,1,10.0,7.84,-21.6,DOWN,25.68
118844,Pipers Crisps Anglesey Sea Salt   24x40g,1,11.99,14.46,20.6,UP,93.81
31817,LaBo Banqueting Roll Selection      3x25,1,15.62,12.44,-20.36,DOWN,165.46
150803,Wildfarmed Slcd Sour Seed Bloomer 8x800g,1,31.99,38.22,19.47,UP,70.21
5874,Brakes Flaked Almonds              1x1kg,1,17.99,14.54,-19.18,DOWN,119.77
113142,25mm Allergen Label Soy Beans CE  1x1000,1,4.29,5.1,18.88,UP,9.39
152601,Milk Belgian Couverture Choc 1x2.5kg,1,38.01,30.95,-18.57,DOWN,68.96
123367,Honeybuns GF Cinder Toffee Traybake  1x1,1,19.36,22.89,18.23,UP,84.5
150493,Glebe Farm Barista Almond Drink 6x1ltr,1,10.49,12.23,16.59,UP,33.21
134020,Vegan Mixed Berry Injected Muffin   1x30,1,25.62,29.8,16.32,UP,115.02
24762,Fairtrade Demerera Sugar Sticks   1x1000,1,19.29,16.26,-15.71,DOWN,132.0
244,Sysco Class  Plum Toms in Juice 1x2.55kg,1,4.09,3.45,-15.65,DOWN,188.36
106066,FT Icing Sugar                     1x1kg,1,3.74,3.16,-15.51,DOWN,16.96
87867,Blue Dragon Soy Sauce             1x1ltr,1,5.03,4.25,-15.51,DOWN,9.28
3625,"LaBo Sesame Seed Bun 5            1x48""",1,8.2,9.42,14.88,UP,50.42
136148,Carrot Wedges PK                 1x2.5kg,1,7.91,6.76,-14.54,DOWN,51.92
450382,Loaf Brown Thick               6xEach PK,1,9.93,11.37,14.5,UP,42.6
125122,Sponge Scourer                      1x10,1,1.48,1.69,14.19,UP,45.01
71003,Brie (Whole 60%)   522705          1x3kg,1,27.93,31.82,13.93,UP,59.75
33889,Olive Oil                 1x2ltr,1,28.36,24.54,-13.47,DOWN,81.26
113655,ALPRO Coconut For Professionals   1x1ltr,1,2.01,1.74,-13.43,DOWN,293.19
129274,Brakes Cooking & Baking       24x250g,1,15.76,17.78,12.82,UP,49.3
343,Glendelight                       1x1ltr,1,3.59,4.02,11.98,UP,46.09
127211,Violife Prosociano VG Wedge       1x150g,1,3.02,3.38,11.92,UP,47.46
88887,Ex Virgin Olive Oil       1x5ltr,1,49.02,43.19,-11.89,DOWN,141.23
113885,Herb Coriander Bunched BB         1x100g,1,1.1,1.23,11.82,UP,9.06
10545,Mushrooms Portabello PK            1.5kg,1,6.99,7.77,11.16,UP,75.36
119329,Shield Blue Rubber Gloves Med GR03M 1x12,1,6.39,7.09,10.95,UP,13.48
149786,McD Jelly Crystals Strwberry Vgn 1x3.5kg,1,27.5,24.59,-10.58,DOWN,52.09
12008,Coconut BB                          Each,1,0.86,0.95,10.47,UP,4.39
71766,Yeo Strawbry Yogurt Organic       12x80g,1,3.45,3.81,10.43,UP,11.07
113713,Yeo Organic Mango & Vanill Yogurt 12x80g,1,3.45,3.81,10.43,UP,7.26
150519,Wildfarmed Sourdough White Bloomer   1x8,1,35.63,31.99,-10.22,DOWN,67.62
5011992,Olympus FETA PDO Cheese           1x900g,1,9.5,10.43,9.79,UP,60.72
149881,Kidderton Ash Goats Cheese 9x150g,1,29.99,32.75,9.2,UP,62.74
33325,Blueberries                   1x1kg,1,3.44,3.75,9.01,UP,58.14
89849,Brakes Cranberries                 1x1kg,1,8.99,9.78,8.79,UP,28.55
85842,Sysco Classic Custard Powder     1x3.5kg,1,12.3,11.22,-8.78,DOWN,23.52
135418,Sheese Mat Cheddar Grated Vegan      1kg,1,9.49,10.29,8.43,UP,67.23
149528,Just Live Raisin Almond Granola    4x2kg,1,23.25,25.19,8.34,UP,141.44
118708,Diced Butternut Squash 20mm BB     1x1kg,1,3.48,3.77,8.33,UP,118.9
26941,Brakes Golden Syrup Poly  7.26kg,1,19.14,17.56,-8.25,DOWN,54.26
151774,Sysco Classic Slice Mixed Pepper 1x2.5kg,1,4.89,4.49,-8.18,DOWN,37.52
19839,Sysco Classic Chopped Tomato in Jce 800g,1,1.72,1.58,-8.14,DOWN,98.16
135220,Brake Vegan Chocolate Ice Cream   1x4ltr,1,9.93,10.72,7.96,UP,62.74
33709,Sysco Classic Ground Nutmeg    1x450g,1,8.34,8.99,7.79,UP,17.33
152602,Dark Belgian Couverture Choc  1x2.5kg,1,35.27,32.68,-7.34,DOWN,100.63
25148,Osprio Porridge Oats               1x2kg,1,2.87,2.66,-7.32,DOWN,77.63
3894,Sysco Classic Medium Cut Chips   6x2.5kg,1,22.49,20.89,-7.11,DOWN,65.87
10844,Sysco Classic Pumpkin Seeds       1x430g,1,9.21,9.86,7.06,UP,48.0
124869,Garofalo G/F Penne Pasta          1x400g,1,2.01,2.15,6.97,UP,66.0
133532,Violife Original Creamy       1x200g,1,2.01,2.15,6.97,UP,10.47
71004,Paysan Breton Le Brie              1x1kg,1,9.35,10.0,6.95,UP,48.05
149869,Go Free Crisp Rice Cereal         4x350g,1,9.64,10.29,6.74,UP,19.93
74153,Brakes Margarine                     2kg,1,4.38,4.67,6.62,UP,36.49
134489,Butlers Brit Trio Cheeseboard     6x155g,1,19.99,21.3,6.55,UP,41.29
10143,Red Kidney Beans     1x800g (KC1),1,1.55,1.65,6.45,UP,43.8
3097,Walkers Oatcake Refills Bisc      24x75g,1,7.91,8.42,6.45,UP,16.33
134991,Banquet Dor Apple Pie           1x1.25kg,1,7.98,7.48,-6.27,DOWN,106.22
74897,Salad Cheese                        400g,1,5.75,5.39,-6.26,DOWN,55.34
131420,Sysco Classic Sumac               1x500g,1,11.58,12.3,6.22,UP,23.88
71129,Sysco Clas Mild White Cheddar min 4.75kg,1,29.79,31.59,6.04,UP,61.38
89918,Swing Bin Liners  (600917)         1x100,1,2.51,2.66,5.98,UP,18.17
117855,Mini Fresh Goats Cheese Log       6x125g,1,11.22,11.87,5.79,UP,58.05
33351,Sysco Essential Medium Cut Chip 4x2.27kg,1,12.45,11.73,-5.78,DOWN,96.72
125668,LaBo Vegan Brioche Styl Burger Bun45x80g,1,18.93,20.01,5.71,UP,57.87
103604,Coolicious FrzYoghurt Strawberry 1x4ltr,1,5.99,6.33,5.68,UP,61.94
103605,Coolicious Frozen Yoghurt  Mango 1x4ltr,1,5.99,6.33,5.68,UP,61.94
134286,Sysco Classic Fennel seeds        1x330g,1,3.95,4.17,5.57,UP,8.12
152077,Noels Gherkins Sliced Dill 1x2.45kg,1,11.66,12.3,5.49,UP,35.62
113099,La Bo Artisan Sourdough loaf         1x4,1,14.82,15.62,5.4,UP,30.44
149911,Granarolo Parmigiano Reg Grate 1x1kg,1,22.82,24.04,5.35,UP,46.86
125141,Plastic Kentucky Holder Green CE     1x1,1,1.5,1.58,5.33,UP,10.82
133102,Mobile Storage Container & Lid 60ltr 1x1,1,39.79,41.89,5.28,UP,203.15
113100,La Bo Artisan Sourdough Seeded Loaf  1X4,1,14.97,15.76,5.28,UP,30.73
85099,Priory Falls Still Wat PET      30x330ml,1,6.83,7.19,5.27,UP,103.89
15785,Caterer Butter Beans            1x2.55kg,1,5.54,5.25,-5.23,DOWN,117.24
133624,Ubley Thick Creamy Peach Yog     12x110g,1,4.24,4.46,5.19,UP,17.4
149763,DWBH Donut Queen V                  1x24,1,14.75,13.99,-5.15,DOWN,114.2
89781,Sysco Classic Chopped Dates        1x3kg,1,15.54,16.34,5.15,UP,31.88
105129,Beetroot Longlife BB              1x500g,1,0.97,1.02,5.15,UP,31.57
34415,Penne Rigate                     4x2.5kg,1,29.51,31.02,5.12,UP,60.53
126923,Tinned Jackfruit                 1x2.8kg,1,11.3,11.87,5.04,UP,227.14
88519,Brakes Basmati Rice                1x5kg,1,13.1,12.45,-4.96,DOWN,25.55
125144,PY Kentucky Mop Head 16oz 1 x 1,1,1.43,1.5,4.9,UP,20.72
470655,Callebaut 70% Dark Choc Callet   1x2.5Kg,1,56.56,53.92,-4.67,DOWN,110.48
10317,Kp Ready Salted                 1x48pckt,1,24.83,25.98,4.63,UP,388.55
18422,GVD Set Soured Cream   1x2kg,1,14.1,14.75,4.61,UP,71.15
85184,Brakes Digestive Rounds          12x300g,1,10.16,10.62,4.53,UP,83.58
107642,Migi CentreFeed Blue Wipe 380Sht150m 1X6,1,15.9,16.62,4.53,UP,65.04
10513,Brake Ess Blue Centerfeed 1ply 250m  1x6,1,14.46,15.11,4.5,UP,29.57
74597,Rowan Glen Low Fat Mix Tray      12x125g,1,6.83,6.54,-4.25,DOWN,20.2
136160,Ice Club Crushed Ice             5x1.8kg,1,3.59,3.74,4.18,UP,10.92
150564,Large Portobello Mushrooms PK    1x1.5kg,1,7.47,7.77,4.02,UP,30.78
89798,Northwood C/Fd Blue Wipe 2pl 200s 80m1x6,1,14.82,15.4,3.91,UP,45.04
33596,Sysco Classic Bicarbonate Of Soda 1kg,1,3.95,4.1,3.8,UP,12.15
152966,Vegan Vanilla with Pod Ice Cream  1x5ltr,1,16.62,17.2,3.49,UP,84.84
102622,Carters Star Lemonade             8x2ltr,1,6.26,6.47,3.35,UP,25.46
104268,Carters Diet Lemonade             8x2ltr,1,6.26,6.47,3.35,UP,12.73
32200,Sysco Cl Dairy Vanilla & Pods I/Crm 1x4L,1,10.86,11.22,3.31,UP,154.2
127344,Brakes Vegan Carrot & Pistachio T/C 1x18,1,22.24,22.96,3.24,UP,113.36
151834,LaBo Shokupan Glazed Burger Bun     1x48,1,23.99,24.76,3.21,UP,72.74
132835,RTB Vegan Raspberry Croissant     44x90g,1,25.62,26.42,3.12,UP,104.88
132721,Curtis Chia Seeds                 1x450g,1,2.58,2.66,3.1,UP,96.58
89851,Brakes Dried Papaya                1x1kg,1,9.14,9.42,3.06,UP,18.56
74455,Org Whole Milk (Blue)               1x2L,1,2.66,2.58,-3.01,DOWN,73.04
131602,Violife Original Sliced          1x200g,1,2.11,2.05,-2.84,DOWN,53.96
113734,Schar Ciabatta Roll GF 1000030402 6x200g,1,13.89,14.25,2.59,UP,84.42
149944,Sysco Classic Cous Cous            1x1kg,1,3.3,3.38,2.42,UP,134.24
149035,DrSchar GF & V Brioche Burger Bun   1x24,1,27.35,28.0,2.38,UP,111.35
118169,Edamame Beans in pods       1x1kg,1,3.38,3.3,-2.37,DOWN,53.28
135420,Sheese Mozzar Style Grated Vegan     1kg,1,9.49,9.71,2.32,UP,86.51
15775,Brake Monterey Jack Slices         1x1kg,1,15.76,15.4,-2.28,DOWN,156.16
149597,Dr Oetker Prof GF Baking Powder   1x500g,1,3.09,3.16,2.27,UP,53.09
8932,Small Blue Vinyl Glove Pwdr GD11S 1x100,1,4.89,4.99,2.04,UP,19.76
53880,Sysco Classic 12in Flour Tortillas  4x18,1,21.66,22.1,2.03,UP,153.82
125123,Handle aluminium 135cm Green 1 x 1,1,3.52,3.59,1.99,UP,17.88
86519,Blue Large Vinyl Gloves Pwd GD11L  1x100,1,5.09,5.19,1.96,UP,30.84
110079,Snack Essent Salted Cashews        1x1kg,1,14.54,14.82,1.93,UP,88.08
85547,Vinyl Gloves Clear Med  Pwd GD47M  1x100,1,5.19,5.29,1.93,UP,31.24
150520,Wildfarmed Sourdough Seeded Bloomer  1x8,1,37.58,38.3,1.92,UP,75.88
111263,"Labo Tortilla Wraps 8              12x8""",1,11.51,11.73,1.91,UP,46.7
71026,Greek Feta Cheese                  2x1kg,1,34.26,34.91,1.9,UP,138.99
130434,LaBo 4in Vegan Potato Burger Bun    1x45,1,22.6,23.03,1.9,UP,90.83
149229,Doughboys Pizza Base 12in        25x210g,1,54.21,55.22,1.86,UP,163.64
12058,Passion Fruit BB                 10 Pack,1,3.24,3.3,1.85,UP,16.38
89524,Sysco Choc Delight Mix          1x600g,1,4.38,4.46,1.83,UP,8.84
33599,Sysco Classiic Std Curry Powder 1x500g,1,7.77,7.91,1.8,UP,54.95
149369,Framptons Prof Oat Barista Drink 12x1ltr,1,16.26,16.55,1.78,UP,146.63
136145,Ice Club Ice Cubes               5x1.8kg,1,3.95,4.02,1.77,UP,39.78
71955,Low Fat Natural Yoghurt          12x115g,1,4.02,3.95,-1.74,DOWN,11.99
132836,Clear Vinyl P/F Glove XL (GD09Xl) 1x100,1,5.79,5.89,1.73,UP,17.57
132839,Clear Vinyl Pwd Dis Glove XL GD47XL1x100,1,5.79,5.89,1.73,UP,17.57
151025,Hazlemere Distilled Vinegar 1x5ltr,1,4.1,4.17,1.71,UP,12.37
150171,Piero Fornelli Penne Pasta         1x3kg,1,4.74,4.82,1.69,UP,19.12
150170,Piero Fornelli Spaghetti           1x3kg,1,4.74,4.82,1.69,UP,9.56
89843,Stainless Steel Scourers 40g 824/40 1x10,1,4.17,4.24,1.68,UP,16.89
100211,Pitted Dates                       1x3kg,1,13.17,13.38,1.59,UP,26.55
149258,Sysco Classic Hash Browns        1x2.5kg,1,5.1,5.18,1.57,UP,20.48
151209,St/St Gastronorm Pan 1/3 40mm Deep   1x1,1,4.53,4.6,1.55,UP,50.39
20964,Roddas Cornish Clotted Cream       907g,1,9.78,9.93,1.53,UP,19.71
2351,Instant Dried Yeast               1x500g,1,4.67,4.74,1.5,UP,28.3
86515,Hairnet Blue          1x100,1,6.99,7.09,1.43,UP,70.7
119330,Shield Blue Rubber Gloves Lrg GR03L 1x12,1,6.99,7.09,1.43,UP,14.08
71508,Brake Quartr Blue Stiltn Apx    RT 2.0kg,1,25.7,26.06,1.4,UP,51.76
75350,LATBRI Cows Milk Mozz Ball       12x125g,1,15.83,16.05,1.39,UP,63.76
124230,Black Compactor Sack (P B116)  1x100,1,15.83,16.05,1.39,UP,31.88
86406,Blue piping Bag 18in 1x100 Sp BAGS   001,1,15.9,16.12,1.38,UP,48.14
145942,Duni Napkins 2ply 40x40cm White    5x300,1,42.4,42.98,1.37,UP,171.34
119645,Kalamata Olives (Whole)            1x1kg,1,10.36,10.5,1.35,UP,239.54
5012635,DiLecce Pitted Kalam Olives 1x3kg,1,31.89,32.32,1.35,UP,159.88
85128,Sweetcorn                 1x2.1kg,1,5.18,5.25,1.35,UP,104.72
149039,DrSchar GF & V Seeded Sandwich Loaf  1x6,1,26.92,27.28,1.34,UP,54.2
86647,Baking Parch Refill45cmx50m(cs)21C32 1x3,1,32.32,32.75,1.33,UP,129.71
107389,24cm 2ply White Napkins  8x300,1,49.24,49.89,1.32,UP,247.5
21357,Black Sack Compactor (P B111) 100x1,1,27.28,27.64,1.32,UP,220.4
145986,Bridor Fully Baked Pain au Choc   20x70g,1,27.28,27.64,1.32,UP,82.2
555338,Rational Cleaner Tablets Red       1x100,1,129.49,131.19,1.31,UP,390.17
114956,GF Plain White Flour (105860)      5x1kg,1,10.65,10.79,1.31,UP,42.74
135399,Golden Chef Salted Tortilla Chip 12x300g,1,16.05,16.26,1.31,UP,32.31
114957,Freeby Self Raising Flour GF       5x1kg,1,10.65,10.79,1.31,UP,21.44
87722,Black Ex Heavy Duty Sacks (PB114)  1x100,1,22.31,22.6,1.3,UP,246.28
10729,Sunblaze Sundried Tomato In Veg Oil1x1kg,1,11.51,11.66,1.3,UP,69.81
124867,Kikkoman Tamari G/F Soy Sauce     1x1Ltr,1,5.54,5.61,1.26,UP,312.27
127716,Miller?'s Savoury Biscuit Selec   12x125g,1,17.56,17.78,1.25,UP,88.24
152151,Sysco Classic Sweetcorn in Water 12x340g,1,11.3,11.44,1.24,UP,350.58
152058,Unearthed Pttd Green Olive       1x3.8kg,1,17.7,17.92,1.24,UP,88.94
148580,Freee GF Org Cornflakes Cereal    20x30g,1,11.3,11.44,1.24,UP,22.74
5012467,Ardita Italian LaPolpa Chop Tom 6x2.5kg,1,23.97,24.26,1.21,UP,72.2
105854,Lucky Boat Noodle No.1             1x9kg,1,24.11,24.4,1.2,UP,48.51
107035,Maldon Sea Salt Tub              1x1.4kg,1,11.66,11.8,1.2,UP,23.46
26719,Real Crisps Sea Salt              48x35g,1,24.9,25.19,1.16,UP,398.98
121806,Clipper FTrade Org Peppermint En   1x250,1,19.36,19.58,1.14,UP,38.94
152261,Nairns GF Wholegrain Cracker      60x12g,1,12.81,12.95,1.09,UP,25.76
150992,Ardo Green Asparagus Spears        1x1kg,1,7.98,8.06,1.0,UP,288.72
152372,Prepared Banana Leaves BB        1x500g,1,7.98,8.06,1.0,UP,63.92
555634,"Removable ShelfLife Label 4x2"" CE 1x500""",1,7.12,7.19,0.98,UP,43.0
122912,Blue Nitrile Gloves Lg GN90L       1x200,1,10.29,10.39,0.97,UP,92.91
122911,Blue Nitrile PF Glove Med GN90M    1x200,1,10.29,10.39,0.97,UP,62.04
568,Brakes Semolina                    1x3kg,1,7.48,7.55,0.94,UP,37.61
111396,Sysco Premium Fresh Orange     1x2.27ltr,1,7.7,7.77,0.91,UP,30.94
119509,Drivers Pickled Gherkins        1x2.25kg,1,7.84,7.91,0.89,UP,23.59
133979,Sun Pat Crunchy Peanut Butter      3x1kg,1,20.58,20.73,0.73,UP,61.89
591902,The Tofoo Co. Lightly Spice Pieces 2x1kg,1,22.74,22.89,0.66,UP,547.86
132776,Alpro Oat Barista Gluten Free    12x1ltr,1,21.81,21.95,0.64,UP,153.09
130709,Halloumi                          6x750g,1,46.07,46.36,0.63,UP,462.15
85788,El Paso Taco Shells              10x260g,1,22.6,22.74,0.62,UP,136.02
450386,Loaf White Thick               6xEach PK,1,11.3,11.37,0.62,UP,45.34
591254,Rational Cleaner Tabl Red OC555338 1x100,1,131.19,131.99,0.61,UP,263.18
555874,Rational Care Tablets Blue         1x150,1,131.09,131.89,0.61,UP,262.98
591137,Nocellara Olives Whole OC 119646   1x1kg,1,11.73,11.8,0.6,UP,70.59
149497,Stute Raspberry Seeedless Jam NAS 6x430g,1,13.38,13.46,0.6,UP,66.98
5000093,"3.5 Glazed Burger Bun 50g          2x21""",1,11.73,11.8,0.6,UP,58.93
135345,Stute NAS Fine Orange Marmalade   6x430g,1,13.38,13.46,0.6,UP,40.22
1126,Walkers Shortbread Fingers         120x2,1,37.22,37.43,0.56,UP,448.95
101767,Mission 12in Wheatbran Tortillas  1x4x18,1,27.64,27.78,0.51,UP,360.72
136364,Crepe Cuis Vegan Pancake Americn 120x40g,1,30.23,30.38,0.5,UP,121.22
521115,Yamas Greek Feta                  1x900g,1,13.89,13.96,0.5,UP,69.59
151762,Kingsmill 50/50 Med Sliced Bread  8x800g,1,15.11,15.18,0.46,UP,106.12
150845,Bite Churros Filled Cocoa Cream  1x1.7kg,1,15.69,15.76,0.45,UP,141.7
126653,Coconut Creamed (KTC)          12x200g,1,16.19,16.26,0.43,UP,32.45
5002473,Nairns Gluten Free Biscuits         1x48,1,16.7,16.77,0.42,UP,870.71
591017,GV Dairy Cheese Soft FFat OC 18421 1x2kg,1,17.63,17.7,0.4,UP,353.72
135270,British Crisp Co Sea Salt         36x40g,1,18.57,18.64,0.38,UP,55.85
