Metric,Value
Food invoice lines,5070
Food credit lines,113
All food purchase lines (invoice + credit),5189
Unique food products bought,968
Food products with a real price change,453
Total real price-change events,971
Food products ending HIGHER than first price,333
Food products ending LOWER than first price,114
Food invoice spend £,128986.79
Food credits £,-3492.73
Food net spend £,132479.52

Brakes Code,Product,Category,Times ordered,First £,Last £,Times changed,Change %,Direction,Net spend £,Price history
126489,Violife Orig Flavour Grated       4x500g,Other food,5,18.99,22.53,3,18.64,UP,103.19,£18.99 (2024-10-03) → £20.30 (2025-03-20) → £22.38 (2025-04-12) → £22.53 (2025-10-25)
152602,Dark Belgian Couverture Choc  1x2.5kg,Other food,3,35.27,32.68,1,-7.34,DOWN,100.63,£35.27 (2025-07-08) → £32.68 (2026-04-16)
36037,Brakes Capers in Brine          1x2kg,Other food,7,13.89,15.4,4,10.87,UP,100.02,£13.89 (2024-09-14) → £13.74 (2024-12-07) → £13.96 (2025-04-10) → £15.11 (2025-11-22) → £15.40 (2026-05-23)
150144,Plenish Barista Almond          6x1ltr,Plant-based milk,5,10.99,13.96,2,27.02,UP,99.58,£10.99 (2024-11-07) → £13.74 (2024-12-07) → £13.96 (2026-05-28)
132721,Curtis Chia Seeds                 1x450g,Other food,9,2.58,2.66,1,3.1,UP,99.16,£2.58 (2024-07-23) → £2.66 (2026-01-15)
19839,Sysco Classic Chopped Tomato in Jce 800g,Other food,5,1.72,1.58,1,-8.14,DOWN,98.16,£1.72 (2024-11-16) → £1.58 (2025-10-25)
33592,Sysco Classic Oregano             1x100g,Other food,16,3.16,2.58,2,-18.35,DOWN,97.42,£3.16 (2024-07-30) → £2.44 (2024-11-30) → £2.58 (2025-10-23)
33351,Sysco Essential Medium Cut Chip 4x2.27kg,Other food,3,12.45,11.73,1,-5.78,DOWN,96.72,£12.45 (2024-07-23) → £11.73 (2024-12-03)
150142,Plenish Barista Soya        6x1ltr,Plant-based milk,5,9.49,12.3,2,29.61,UP,96.44,£9.49 (2024-11-07) → £12.09 (2024-12-07) → £12.30 (2026-05-12)
132615,PlantNation Vegan Grated Cheese    1x1Kg,Other food,6,9.21,9.71,2,5.43,UP,96.25,£9.21 (2024-10-03) → £9.64 (2025-06-03) → £9.71 (2026-01-17)
127135,Blue Dragon Firm SilkenTofu CASE 12x349g,Other food,3,23.97,23.97,0,0.0,SAME,95.88,£23.97 (2024-08-13)
71925,Sysco Class Triple Chese Pizza Blend 1kg,Other food,2,10.5,10.5,0,0.0,SAME,94.5,£10.50 (2026-04-23)
450531,Apples Red Large BB             1x8 Pack,Other food,1,1.88,1.88,0,0.0,SAME,94.0,£1.88 (2025-09-13)
4748,Brake Broccoli Florets 40/60(350033) 2kg,Other food,6,4.8,3.65,2,-23.96,DOWN,93.96,£4.80 (2024-07-30) → £3.76 (2024-10-22) → £3.65 (2026-05-09)
124992,Vegan Mozzarella                  4x500g,Other food,2,46.94,46.94,0,0.0,SAME,93.88,£46.94 (2024-11-02)
350099,Demerara Sugar (106064)            1x3kg,Other food,3,12.88,10.58,2,-17.86,DOWN,93.54,£12.88 (2024-08-15) → £10.43 (2025-03-13) → £10.58 (2025-08-16)
4198,Sysco Classic Chota Naan            1x30,Other food,5,7.55,7.77,2,2.91,UP,91.77,£7.55 (2025-07-31) → £7.62 (2026-02-14) → £7.77 (2026-06-09)
129002,The Meatless Farm Company Burger 36x113g,Other food,1,45.57,45.57,0,0.0,SAME,91.14,£45.57 (2025-03-03)
133540,KTC Gram Flour                     1x2kg,Other food,4,3.09,3.45,2,11.65,UP,90.92,£3.09 (2024-08-13) → £3.23 (2024-10-01) → £3.45 (2026-03-31)
130434,LaBo 4in Vegan Potato Burger Bun    1x45,Other food,3,22.6,23.03,1,1.9,UP,90.83,£22.60 (2025-07-22) → £23.03 (2025-11-04)
151123,Freshlock Sweetcorn Cobettes BB      1x6,Other food,4,4.53,4.53,0,0.0,SAME,90.6,£4.53 (2024-10-01)
324,Plain Chocolate Drops              1x3kg,Other food,3,19.72,26.34,2,33.57,UP,89.38,£19.72 (2024-07-20) → £21.66 (2025-03-29) → £26.34 (2025-09-18)
10545,Mushrooms Portabello PK            1.5kg,Other food,3,6.99,7.77,1,11.16,UP,89.34,£6.99 (2025-09-23) → £7.77 (2026-05-09)
134293,Sysco Classic Cracked Black Pepper 425g,Other food,7,6.4,8.34,2,30.31,UP,89.24,£6.40 (2024-11-19) → £8.20 (2025-06-12) → £8.34 (2026-01-13)
152058,Unearthed Pttd Green Olive       1x3.8kg,Other food,5,17.7,17.92,1,1.24,UP,88.94,£17.70 (2024-11-26) → £17.92 (2025-05-27)
149765,DWBH Donut The Belgiyummy           1x24,Other food,1,14.82,14.82,0,0.0,SAME,88.92,£14.82 (2025-12-19)
132995,White Metal Sack Holder 44x37x86cm 1x1,Other food,1,88.79,88.79,0,0.0,SAME,88.79,£88.79 (2024-08-13)
113654,ALPRO Soya For Professionals      1x1ltr,Plant-based milk,9,1.41,1.72,2,21.99,UP,88.78,£1.41 (2024-07-25) → £1.46 (2024-10-12) → £1.72 (2025-11-15)
132671,Applewood Smoky Vegan Slices      1x200g,Other food,10,2.43,3.16,2,30.04,UP,88.68,£2.43 (2024-07-13) → £2.87 (2025-01-18) → £3.16 (2025-05-15)
33829,"Brake 12 Thin & Crispy Pizza Base  1x18""",Other food,4,17.27,18.06,2,4.57,UP,88.65,£17.27 (2024-07-13) → £17.63 (2025-06-21) → £18.06 (2026-03-19)
149762,DWBH Donut Caramazing               1x24,Other food,2,14.75,14.75,0,0.0,SAME,88.5,£14.75 (2025-06-16)
127716,Miller?'s Savoury Biscuit Selec   12x125g,Biscuits,5,17.56,17.78,1,1.25,UP,88.24,£17.56 (2024-08-24) → £17.78 (2025-04-24)
100222,Sysco Plain Flour                1x16kg,Other food,8,10.89,11.09,2,1.84,UP,88.22,£10.89 (2025-03-03) → £10.99 (2025-04-12) → £11.09 (2025-12-19)
110079,Snack Essent Salted Cashews        1x1kg,Other food,4,14.54,14.82,1,1.93,UP,88.08,£14.54 (2024-10-22) → £14.82 (2025-11-22)
112832,Frozen Sliced Goats Cheese(20g)   1x500g,Other food,3,12.38,12.38,0,0.0,SAME,86.66,£12.38 (2024-11-30)
111309,Rice Flour                       1x1.5kg,Other food,8,3.45,3.23,2,-6.38,DOWN,86.52,£3.45 (2024-09-14) → £3.52 (2025-05-24) → £3.23 (2025-11-22)
135420,Sheese Mozzar Style Grated Vegan     1kg,Other food,2,9.49,9.71,1,2.32,UP,86.51,£9.49 (2024-11-16) → £9.71 (2025-09-02)
71734,Anchor Butter Portions Size 7      5x100,Other food,2,43.12,43.12,0,0.0,SAME,86.24,£43.12 (2025-06-19)
85100,Priory Falls Spark Water PET    30x330ml,Drinks,2,8.56,8.56,0,0.0,SAME,85.6,£8.56 (2025-05-15)
5007485,Gnocchi      3x1kg,Other food,3,8.49,8.49,0,0.0,SAME,84.9,£8.49 (2025-11-22)
152966,Vegan Vanilla with Pod Ice Cream  1x5ltr,Other food,2,16.62,17.2,1,3.49,UP,84.84,£16.62 (2025-10-16) → £17.20 (2026-06-04)
123367,Honeybuns GF Cinder Toffee Traybake  1x1,Other food,2,19.36,22.89,1,18.23,UP,84.5,£19.36 (2024-10-12) → £22.89 (2025-10-14)
113734,Schar Ciabatta Roll GF 1000030402 6x200g,Other food,4,13.89,14.25,1,2.59,UP,84.42,£13.89 (2024-07-25) → £14.25 (2024-10-24)
133678,Dr Oetker Cocoa Powder             1x1kg,Other food,2,9.64,15.18,1,57.47,UP,84.1,£9.64 (2024-08-08) → £15.18 (2025-07-26)
85184,Brakes Digestive Rounds          12x300g,Biscuits,6,10.16,10.62,1,4.53,UP,83.58,£10.16 (2024-07-23) → £10.62 (2024-10-12)
5026266,Dr.Oetker Prof Madagscn Van Extr 1x500ml,Other food,3,5.99,8.2,1,36.89,UP,83.57,£5.99 (2026-04-25) → £8.20 (2026-06-02)
470977,Marshalls Macaroni 3Kg           1 X 3Kg,Other food,8,8.99,9.21,2,2.45,UP,82.46,£8.99 (2024-12-03) → £9.14 (2025-04-12) → £9.21 (2025-10-16)
145986,Bridor Fully Baked Pain au Choc   20x70g,Other food,3,27.28,27.64,1,1.32,UP,82.2,£27.28 (2025-02-11) → £27.64 (2025-07-31)
132777,Alpro Oat No Sugars               8x1ltr,Plant-based milk,6,13.46,13.67,2,1.56,UP,81.67,£13.46 (2025-01-16) → £13.60 (2025-06-19) → £13.67 (2025-11-15)
33889,Olive Oil                 1x2ltr,Other food,2,28.36,24.54,1,-13.47,DOWN,81.26,£28.36 (2024-09-14) → £24.54 (2025-03-22)
106923,Brakes Burger Cheese Slices        1.4kg,Other food,2,9.99,9.99,0,0.0,SAME,79.92,£9.99 (2025-06-05)
136568,Beyond Meat Stack Burger 60x76g,Other food,1,79.84,79.84,0,0.0,SAME,79.84,£79.84 (2025-02-06)
115794,Brake Organic Natural Yogurt      1x2kg,Yoghurt & milk,4,6.62,5.18,2,-21.75,DOWN,79.04,£6.62 (2024-09-14) → £4.96 (2024-11-16) → £5.18 (2025-08-19)
152189,Extons Mature Cheddar Slices       1x1kg,Other food,6,6.47,6.58,2,1.7,UP,78.47,£6.47 (2024-12-28) → £6.54 (2025-04-17) → £6.58 (2025-10-21)
121752,Sysco Classic Sweet Potato Fries 4x2.5kg,Other food,1,39.09,39.09,0,0.0,SAME,78.18,£39.09 (2026-06-04)
135055,Beyond Meat Meatballs 1x3kg,Other food,1,38.99,38.99,0,0.0,SAME,77.98,£38.99 (2024-08-17)
70215,Brake Double Cream Fresh  RT    1x2.27L,Other food,4,7.89,8.99,3,13.94,UP,77.91,£7.89 (2024-07-23) → £8.29 (2024-07-30) → £10.29 (2025-07-05) → £8.99 (2025-12-18)
136157,Ardo Avocado Halves                1x1kg,Other food,2,6.49,6.49,0,0.0,SAME,77.88,£6.49 (2024-07-18)
25148,Osprio Porridge Oats               1x2kg,Other food,9,2.87,2.66,1,-7.32,DOWN,77.63,£2.87 (2024-08-22) → £2.66 (2025-07-15)
86251,Brakes Chilli Flavour Corn Chips 14x475g,Other food,1,38.15,38.15,0,0.0,SAME,76.3,£38.15 (2025-07-05)
151083,Flora Plant Btter Salted 24x200g,Other food,3,24.99,31.1,2,24.45,UP,76.08,£24.99 (2024-10-01) → £19.99 (2025-04-26) → £31.10 (2026-06-06)
150520,Wildfarmed Sourdough Seeded Bloomer  1x8,Other food,2,37.58,38.3,1,1.92,UP,75.88,£37.58 (2024-08-22) → £38.30 (2024-12-07)
126646,Lazy Lemon Juice                1x1ltr,Other food,4,3.16,3.16,0,0.0,SAME,75.84,£3.16 (2026-05-09)
146174,Sysco Classic Penne Pasta  1x5kg,Other food,5,8.42,9.42,2,11.88,UP,75.11,£8.42 (2024-08-22) → £9.57 (2025-07-31) → £9.42 (2026-01-29)
4266,Sysco Classic Extra Thin Fries   4x2.5kg,Other food,1,18.64,18.64,0,0.0,SAME,74.56,£18.64 (2024-07-13)
33585,Sysco Classic Paprika Pepper  1x480g,Other food,7,4.1,4.67,2,13.9,UP,74.25,£4.10 (2024-07-30) → £4.38 (2025-03-22) → £4.67 (2025-10-14)
150758,Glebe Farm Barista Coconut 6x1ltr,Plant-based milk,6,11.01,11.22,4,1.91,UP,73.45,£11.01 (2024-12-17) → £9.99 (2025-01-16) → £11.01 (2025-03-03) → £7.99 (2025-05-03) → £11.22 (2025-10-25)
74455,Org Whole Milk (Blue)               1x2L,Yoghurt & milk,2,2.66,2.58,1,-3.01,DOWN,73.04,£2.66 (2025-08-16) → £2.58 (2026-06-02)
151834,LaBo Shokupan Glazed Burger Bun     1x48,Other food,2,23.99,24.76,1,3.21,UP,72.74,£23.99 (2025-06-05) → £24.76 (2025-11-29)
5012467,Ardita Italian LaPolpa Chop Tom 6x2.5kg,Other food,2,23.97,24.26,1,1.21,UP,72.2,£23.97 (2026-06-23) → £24.26 (2026-07-11)
104070,Kraft Sandwich Wedge 60mm 1x500,Other food,2,36.06,36.06,0,0.0,SAME,72.12,£36.06 (2026-05-09)
4794,Brake Diced Mixed Peppers (Rd/Grn) 1.5kg,Other food,3,8.13,7.84,2,-3.57,DOWN,71.51,£8.13 (2024-07-13) → £7.77 (2024-11-14) → £7.84 (2025-06-07)
121379,Sysco Classic Table Salt (33706)   1x6kg,Other food,7,10.07,10.75,2,6.75,UP,71.34,£10.07 (2024-07-20) → £10.24 (2025-06-07) → £10.75 (2026-04-18)
18422,GVD Set Soured Cream   1x2kg,Other food,3,14.1,14.75,1,4.61,UP,71.15,£14.10 (2024-11-26) → £14.75 (2025-04-10)
149911,Granarolo Parmigiano Reg Grate 1x1kg,Other food,2,22.82,24.04,1,5.35,UP,70.9,£22.82 (2024-11-21) → £24.04 (2025-12-20)
5007221,McDougalls Vgn Strwbry Flv Jelly 1x1.4kg,Other food,3,14.18,14.18,0,0.0,SAME,70.9,£14.18 (2026-05-09)
4782,Sysco Classic Sweetcorn         2.5kg,Other food,4,4.99,6.69,2,34.07,UP,70.73,£4.99 (2025-01-14) → £5.18 (2025-03-01) → £6.69 (2025-08-12)
86515,Hairnet Blue          1x100,Other food,6,6.99,7.09,1,1.43,UP,70.7,£6.99 (2024-09-28) → £7.09 (2025-05-31)
591137,Nocellara Olives Whole OC 119646   1x1kg,Other food,5,11.73,11.8,1,0.6,UP,70.59,£11.73 (2025-07-15) → £11.80 (2025-10-07)
150803,Wildfarmed Slcd Sour Seed Bloomer 8x800g,Other food,2,31.99,38.22,1,19.47,UP,70.21,£31.99 (2024-10-22) → £38.22 (2025-01-18)
10729,Sunblaze Sundried Tomato In Veg Oil1x1kg,Other food,4,11.51,11.66,1,1.3,UP,69.81,£11.51 (2024-11-19) → £11.66 (2025-07-31)
521115,Yamas Greek Feta                  1x900g,Other food,2,13.89,13.96,1,0.5,UP,69.59,£13.89 (2025-05-22) → £13.96 (2026-04-18)
135789,HMCC Red Velvet Mini Cakes          1x18,Other food,2,17.34,17.34,0,0.0,SAME,69.36,£17.34 (2024-09-19)
28797,Opie Sliced Gherkins             1x2.3kg,Other food,7,7.48,8.06,2,7.75,UP,69.13,£7.48 (2024-11-26) → £7.55 (2025-06-05) → £8.06 (2025-11-04)
152601,Milk Belgian Couverture Choc 1x2.5kg,Other food,2,38.01,30.95,1,-18.57,DOWN,68.96,£38.01 (2026-01-29) → £30.95 (2026-06-20)
350157,Brakes Squeezy Clear Honey (86120)  680g,Other food,5,7.12,3.59,1,-49.58,DOWN,67.97,£7.12 (2024-07-27) → £3.59 (2025-12-20)
150519,Wildfarmed Sourdough White Bloomer   1x8,Other food,2,35.63,31.99,1,-10.22,DOWN,67.62,£35.63 (2024-08-22) → £31.99 (2024-10-24)
5024241,Barbera Extra Virgin Olive Oil    1x5Ltr,Other food,2,33.62,33.62,0,0.0,SAME,67.24,£33.62 (2026-04-16)
135418,Sheese Mat Cheddar Grated Vegan      1kg,Other food,4,9.49,10.29,1,8.43,UP,67.23,£9.49 (2024-11-14) → £10.29 (2025-09-02)
8796,Brakes Pecan Nuts                  1x1kg,Other food,3,19.36,23.82,1,23.04,UP,67.0,£19.36 (2025-07-31) → £23.82 (2025-11-25)
149497,Stute Raspberry Seeedless Jam NAS 6x430g,Other food,4,13.38,13.46,1,0.6,UP,66.98,£13.38 (2025-05-31) → £13.46 (2026-05-23)
5001729,Sysco Classic Vegan Mayonnaise   1x10ltr,Other food,3,21.66,22.74,2,4.99,UP,66.86,£21.66 (2025-12-18) → £22.46 (2026-06-04) → £22.74 (2026-07-11)
133542,Lotus Biscoff Smooth Spread      1x1.6kg,Biscuits,6,9.21,9.64,2,4.67,UP,66.77,£9.21 (2024-12-10) → £9.57 (2025-05-13) → £9.64 (2026-02-19)
120202,LaBo Chapatti                       1x96,Other food,2,22.24,22.24,0,0.0,SAME,66.72,£22.24 (2025-06-19)
124869,Garofalo G/F Penne Pasta          1x400g,Other food,8,2.01,2.15,1,6.97,UP,66.0,£2.01 (2024-11-19) → £2.15 (2026-01-08)
350103,Dark Brown Soft Sugar (106063)     1x3kg,Other food,5,11.87,10.86,3,-8.51,DOWN,65.97,£11.87 (2024-07-30) → £11.37 (2024-12-14) → £10.00 (2025-06-03) → £10.86 (2026-03-31)
3894,Sysco Classic Medium Cut Chips   6x2.5kg,Other food,2,22.49,20.89,1,-7.11,DOWN,65.87,£22.49 (2024-08-13) → £20.89 (2024-10-24)
152369,Alpro Oat Barista     8x1ltr,Plant-based milk,3,16.41,16.41,0,0.0,SAME,65.64,£16.41 (2025-06-10)
551,Brakes Yellow Split Peas           1x3kg,Other food,6,6.9,3.88,2,-43.77,DOWN,65.24,£6.90 (2024-08-22) → £4.02 (2025-02-06) → £3.88 (2025-08-12)
150943,Beechdean Classic Vanilla Ice Cream 1x5l,Other food,2,14.32,10.99,1,-23.25,DOWN,64.94,£14.32 (2026-04-16) → £10.99 (2026-06-30)
124886,Cheddar Cheese Arran Oak Smkd     1x200g,Other food,8,4.6,4.67,3,1.52,UP,64.35,£4.60 (2024-08-22) → £4.50 (2025-01-11) → £4.60 (2025-03-03) → £4.67 (2025-05-10)
152372,Prepared Banana Leaves BB        1x500g,Other food,3,7.98,8.06,1,1.0,UP,63.92,£7.98 (2025-06-05) → £8.06 (2026-04-16)
75350,LATBRI Cows Milk Mozz Ball       12x125g,Other food,2,15.83,16.05,1,1.39,UP,63.76,£15.83 (2024-11-19) → £16.05 (2025-07-31)
130799,Brake Vegan Vanilla Frozen Dessert  1x4L,Other food,5,9.06,9.57,3,5.63,UP,63.72,£9.06 (2024-11-26) → £8.25 (2025-01-14) → £9.21 (2025-05-17) → £9.57 (2026-02-12)
135304,McVities Tasties Digestives      12x300g,Biscuits,5,9.99,10.79,2,8.01,UP,63.64,£9.99 (2025-03-20) → £10.69 (2025-05-22) → £10.79 (2025-11-22)
134019,Vegan Double Choc Injected Muffin   1x30,Other food,1,31.82,31.82,0,0.0,SAME,63.64,£31.82 (2025-07-31)
129454,LaBo Vegan Slcd Brioche Style Bun 1x45,Other food,3,19.79,22.38,2,13.09,UP,63.4,£19.79 (2025-02-06) → £21.23 (2025-05-24) → £22.38 (2026-06-30)
119260,Ardo Quinoa                        1x1kg,Other food,3,3.95,3.95,0,0.0,SAME,63.2,£3.95 (2024-07-23)
149768,Birds Eye Mini Potato Waffles     1x918g,Other food,2,3.16,3.16,0,0.0,SAME,63.2,£3.16 (2025-03-13)
117489,LaBo Sliced Sourdough Loaf           1x8,Other food,2,31.46,31.46,0,0.0,SAME,62.92,£31.46 (2025-11-18)
135220,Brake Vegan Chocolate Ice Cream   1x4ltr,Other food,4,9.93,10.72,1,7.96,UP,62.74,£9.93 (2025-08-28) → £10.72 (2025-12-20)
149881,Kidderton Ash Goats Cheese 9x150g,Other food,2,29.99,32.75,1,9.2,UP,62.74,£29.99 (2025-03-03) → £32.75 (2026-05-09)
12718,Brake Salted Dairy Butter 70041  40x250g,Other food,1,62.49,62.49,0,0.0,SAME,62.49,£62.49 (2026-01-15)
103605,Coolicious Frozen Yoghurt  Mango 1x4ltr,Yoghurt & milk,2,5.99,6.33,1,5.68,UP,61.94,£5.99 (2024-07-20) → £6.33 (2024-08-22)
103604,Coolicious FrzYoghurt Strawberry 1x4ltr,Yoghurt & milk,2,5.99,6.33,1,5.68,UP,61.94,£5.99 (2024-07-20) → £6.33 (2024-08-22)
133979,Sun Pat Crunchy Peanut Butter      3x1kg,Other food,3,20.58,20.73,1,0.73,UP,61.89,£20.58 (2025-06-05) → £20.73 (2025-10-04)
56374,"12 Large White Khobez Bread        1x60""",Other food,3,20.51,20.51,0,0.0,SAME,61.53,£20.51 (2024-08-24)
71129,Sysco Clas Mild White Cheddar min 4.75kg,Other food,2,29.79,31.59,1,6.04,UP,61.38,£29.79 (2024-08-24) → £31.59 (2024-11-28)
127153,Mikado Rice Vinegar CASE         6x500ml,Other food,5,12.16,12.38,2,1.81,UP,61.3,£12.16 (2024-10-03) → £12.30 (2025-05-29) → £12.38 (2026-01-17)
89782,Brakes Blanched Almonds            1x1kg,Other food,2,15.26,15.26,0,0.0,SAME,61.04,£15.26 (2024-08-24)
60885,CC White Petit Pain                 1x50,Other food,2,12.16,12.16,0,0.0,SAME,60.8,£12.16 (2026-05-16)
5011992,Olympus FETA PDO Cheese           1x900g,Other food,2,9.5,10.43,1,9.79,UP,60.72,£9.50 (2026-03-26) → £10.43 (2026-05-09)
34415,Penne Rigate                     4x2.5kg,Other food,2,29.51,31.02,1,5.12,UP,60.53,£29.51 (2024-07-13) → £31.02 (2024-12-07)
133191,GN 1/2 Poly Container - 15cm deep 1x1 CE,Other food,1,14.99,14.99,0,0.0,SAME,59.96,£14.99 (2026-06-09)
71003,Brie (Whole 60%)   522705          1x3kg,Other food,2,27.93,31.82,1,13.93,UP,59.75,£27.93 (2024-11-16) → £31.82 (2025-05-13)
111707,LaBou 10in BarMarkd Flour Tortillas 4x18,Other food,5,11.87,12.09,2,1.85,UP,59.72,£11.87 (2024-10-12) → £12.02 (2025-05-03) → £12.09 (2025-10-14)
151766,Kingsmill W/Meal Med Sliced Bread 8x800g,Other food,4,14.9,14.9,0,0.0,SAME,59.6,£14.90 (2024-10-17)
146259,British Mixed Bby Plum Tomatoes PK 1x5kg,Other food,2,29.71,29.71,0,0.0,SAME,59.42,£29.71 (2024-08-17)
5000093,"3.5 Glazed Burger Bun 50g          2x21""",Other food,3,11.73,11.8,1,0.6,UP,58.93,£11.73 (2025-04-12) → £11.80 (2025-11-20)
4305,Jus-Rol Filo Pastry 500g             1x8,Other food,1,29.44,29.44,0,0.0,SAME,58.88,£29.44 (2024-08-22)
136148,Carrot Wedges PK                 1x2.5kg,Other food,3,7.91,6.76,1,-14.54,DOWN,58.68,£7.91 (2025-11-20) → £6.76 (2026-06-04)
136410,Sysco Prem Pressed Apple Juice   1x2.27L,Drinks,4,3.68,6.11,2,66.03,UP,58.6,£3.68 (2025-01-14) → £6.04 (2025-11-15) → £6.11 (2026-05-30)
145917,Heinz Vegan Mayonnaise              5Ltr,Other food,4,16.12,12.49,2,-22.52,DOWN,58.59,£16.12 (2024-07-23) → £14.99 (2025-03-20) → £12.49 (2026-04-18)
33325,Blueberries                   1x1kg,Other food,2,3.44,3.75,1,9.01,UP,58.14,£3.44 (2025-02-20) → £3.75 (2025-06-14)
117855,Mini Fresh Goats Cheese Log       6x125g,Other food,5,11.22,11.87,1,5.79,UP,58.05,£11.22 (2025-01-11) → £11.87 (2025-12-19)
71447,Cornish Yarg (Ind)                   1kg,Other food,2,29.01,29.01,0,0.0,SAME,58.02,£29.01 (2024-12-07)
125668,LaBo Vegan Brioche Styl Burger Bun45x80g,Other food,2,18.93,20.01,1,5.71,UP,57.87,£18.93 (2025-03-03) → £20.01 (2026-03-31)
10678,Fresher Red/Fat Cocoa Pwdr        1x500g,Other food,2,9.57,9.57,0,0.0,SAME,57.42,£9.57 (2025-12-18)
33583,Sysco Classic Ground Ginger       1x400g,Other food,7,6.69,5.82,3,-13.0,DOWN,57.09,£6.69 (2024-07-27) → £5.46 (2024-11-09) → £5.61 (2025-05-03) → £5.82 (2026-04-23)
150305,Hellmanns Vegan Mayonnaise         1x5lt,Other food,2,23.99,16.48,1,-31.3,DOWN,56.95,£23.99 (2024-07-27) → £16.48 (2025-09-18)
71819,Arla Pro Slcs Mature White Chedar 1x1kg,Other food,4,7.55,12.52,2,65.83,UP,56.68,£7.55 (2024-08-22) → £8.27 (2024-11-09) → £12.52 (2026-02-19)
135270,British Crisp Co Sea Salt         36x40g,Other food,2,18.57,18.64,1,0.38,UP,55.85,£18.57 (2025-05-27) → £18.64 (2026-01-29)
121832,Mackies Mdagascn Vanilla IceCrm  1x5L,Other food,1,18.57,18.57,0,0.0,SAME,55.71,£18.57 (2025-07-08)
115494,OMJ Apple Tang                  27x288ml,Other food,1,13.89,13.89,0,0.0,SAME,55.56,£13.89 (2026-07-02)
74897,Salad Cheese                        400g,Other food,4,5.75,5.39,1,-6.26,DOWN,55.34,£5.75 (2024-07-27) → £5.39 (2025-01-14)
521851,Yamas Halloumi     10x250g,Other food,2,27.57,27.57,0,0.0,SAME,55.14,£27.57 (2026-02-21)
33599,Sysco Classiic Std Curry Powder 1x500g,Other food,2,7.77,7.91,1,1.8,UP,54.95,£7.77 (2024-12-10) → £7.91 (2025-06-05)
450706,Tomatoes Speciality PK             1x3kg,Other food,1,18.12,18.12,0,0.0,SAME,54.36,£18.12 (2024-11-19)
26941,Brakes Golden Syrup Poly  7.26kg,Other food,2,19.14,17.56,1,-8.25,DOWN,54.26,£19.14 (2024-07-27) → £17.56 (2025-05-29)
149039,DrSchar GF & V Seeded Sandwich Loaf  1x6,Other food,2,26.92,27.28,1,1.34,UP,54.2,£26.92 (2024-10-12) → £27.28 (2025-08-21)
71776,G V Dairy Soft Cheese Low Fat 1x2kg,Other food,1,17.99,17.99,0,0.0,SAME,53.97,£17.99 (2025-12-20)
131602,Violife Original Sliced          1x200g,Other food,6,2.11,2.05,1,-2.84,DOWN,53.96,£2.11 (2024-07-20) → £2.05 (2024-10-12)
113653,ALPRO Almond Drink Unsweetnd      1x1ltr,Plant-based milk,4,1.79,1.79,0,0.0,SAME,53.7,£1.79 (2025-04-29)
133391,12 Piece Poly Piping Nozzle Set 1x1 CE,Other food,1,53.59,53.59,0,0.0,SAME,53.59,£53.59 (2024-12-12)
118169,Edamame Beans in pods       1x1kg,Other food,3,3.38,3.3,1,-2.37,DOWN,53.28,£3.38 (2024-11-14) → £3.30 (2025-12-18)
149599,Lion Dijon Mustard              1x2.27lt,Other food,4,13.17,13.38,2,1.59,UP,53.24,£13.17 (2025-02-11) → £13.31 (2025-05-17) → £13.38 (2025-11-13)
86027,Brakes Balsamic Vinegar           1x2ltr,Other food,5,10.58,10.79,3,1.98,UP,53.09,£10.58 (2024-08-22) → £10.50 (2024-11-16) → £10.72 (2025-04-10) → £10.79 (2026-01-17)
149597,Dr Oetker Prof GF Baking Powder   1x500g,Other food,6,3.09,3.16,1,2.27,UP,53.09,£3.09 (2024-07-13) → £3.16 (2025-07-10)
134434,Tyrrells Beef & Ale Crisps        24x40g,Other food,1,13.24,13.24,0,0.0,SAME,52.96,£13.24 (2024-08-27)
33606,Brakes Fine Cut Marmalade       1x2.72kg,Other food,6,8.7,8.92,2,2.53,UP,52.87,£8.70 (2024-11-14) → £8.85 (2025-05-20) → £8.92 (2026-01-29)
151188,St/St Gastronorm Pan 1/3 100mm Deep  1x1,Other food,1,8.69,8.69,0,0.0,SAME,52.14,£8.69 (2025-01-14)
149786,McD Jelly Crystals Strwberry Vgn 1x3.5kg,Other food,2,27.5,24.59,1,-10.58,DOWN,52.09,£27.50 (2025-05-20) → £24.59 (2025-06-21)
71508,Brake Quartr Blue Stiltn Apx    RT 2.0kg,Other food,2,25.7,26.06,1,1.4,UP,51.76,£25.70 (2024-11-16) → £26.06 (2025-05-13)
70219,Brakes Whole Milk (Blue)      RT 1x2.27L,Yoghurt & milk,2,2.87,2.87,0,0.0,SAME,51.66,£2.87 (2024-09-19)
150756,Foraged Shredded Mushroom Meat BB 1x500g,Other food,5,2.4,3.18,3,32.5,UP,51.22,£2.40 (2024-08-22) → £3.62 (2025-03-20) → £3.19 (2025-05-10) → £3.18 (2026-05-30)
88519,Brakes Basmati Rice                1x5kg,Other food,2,13.1,12.45,1,-4.96,DOWN,51.1,£13.10 (2025-09-18) → £12.45 (2026-05-28)
136235,This Isn?'t Beef Burger    20x113g,Other food,1,16.99,16.99,0,0.0,SAME,50.97,£16.99 (2025-01-11)
10404,Cauliflower Prepared Floret BB     2.5kg,Other food,1,12.74,12.74,0,0.0,SAME,50.96,£12.74 (2025-03-20)
