Document Date,Document Number,Type,Brakes Code,Product / Ingredient,Qty Case,Qty Split,Unit Price,VAT Rate,Net Value,Category,Subcategory,PO,Source,Credit Ref Invoice
2025-01-09,9335102845,INVOICE,114931,Wholesome Farms Greek Style Yogurt 1x5kg,1,,14.19,0.00%,14.19,Yoghurt & milk,Dairy yoghurt,,Invoice CSV,
2025-01-10,5508504065,CREDIT,70325,Brakes Whole Milk (Blue)     RT  6x2.27L,2,,10.58,0.00%,-21.16,Yoghurt & milk,Dairy milk,,Credit PDF,9335102845
2025-01-11,9335104143,INVOICE,70325,Brakes Whole Milk (Blue)     RT  6x2.27L,2,,10.58,0.00%,21.16,Yoghurt & milk,Dairy milk,,Invoice CSV,
2025-01-14,9335104999,INVOICE,70325,Brakes Whole Milk (Blue)     RT  6x2.27L,2,,10.58,0.00%,21.16,Yoghurt & milk,Dairy milk,,Invoice CSV,
2025-01-14,9335104999,INVOICE,114931,Wholesome Farms Greek Style Yogurt 1x5kg,1,,14.19,0.00%,14.19,Yoghurt & milk,Dairy yoghurt,,Invoice CSV,
2025-01-16,9335106532,INVOICE,114931,Wholesome Farms Greek Style Yogurt 1x5kg,1,,14.19,0.00%,14.19,Yoghurt & milk,Dairy yoghurt,,Invoice CSV,
2025-01-18,9335107838,INVOICE,31526,Ubley Fruit N Crm Yogurt Mixd    12x150g,2,,6.18,0.00%,12.36,Yoghurt & milk,Dairy yoghurt,,Invoice CSV,
2025-01-18,9335107838,INVOICE,148660,Ubley Low Fat Natural Yogurt      1x5kg,1,,12.02,0.00%,12.02,Yoghurt & milk,Dairy yoghurt,,Invoice CSV,
2025-01-21,9335108626,INVOICE,70325,Brakes Whole Milk (Blue)     RT  6x2.27L,3,,10.58,0.00%,31.74,Yoghurt & milk,Dairy milk,,Invoice CSV,
2025-01-25,9335111384,INVOICE,31526,Ubley Fruit N Crm Yogurt Mixd    12x150g,1,,6.18,0.00%,6.18,Yoghurt & milk,Dairy yoghurt,,Invoice CSV,
